33
92
104
178
28
7
0
0
7
61
11
3
15
39
151
15
5
1
0
0
5
0
9
25
22
44
74
88
35
5
0
0
0
1
13
33
10
124
229
225
49
16
1
0
0
7
23
45
14
26
227
319
79
28
0
0
27
4
25
36
20
116
199
181
11
27
1
1
1
3
29
10
9
16
55
134
12
3
0
0
0
12
10
20
32
128
120
147
9
37
3
2
3
25
15
23
58
37
124
170
37
6
0
1
2
6
27
48
48
41
175
49
27
1
0
0
7
25
23
9
61
122
70
110
11
18
0
0
0
1
20
5
7
70
85
79
32
2
0
2
13
25
45
29
64
32
119
206
52
17
0
0
13
23
23
21
24
30
22
51
45
21
0
0
0
5
44
40
33
40
94
80
6
9
0
0
0
6
5
4
6
9
23
45
54
35

3
1
14
5
2
7
30
113
69
30
6

7
3
11
9
11
49
54
101
166
55
13
11
0
4
16
19
4
16
40
252
49
76
88
4
8
33
41
8
8
36
62
116
86
21
28
1
14
5
1
9
12
21
56
192
122
104
86
3
0
4
4
50
50
29
130
83
88
3
45
15
46
3
9
13
32
106
61
141
152
99
15
15
4
2
9
19
30
